age,balance,day,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,y
31,0,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
57,1741,24,2,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,jul,unknown,no
46,310,24,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
32,0,24,6,0,0,middle-skill-levels,Partnered,tertiary,no,no,yes,phone,jul,unknown,no
55,-268,24,1,0,0,low-None-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,yes
38,593,24,24,0,0,high-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,yes
30,79,24,1,0,0,low-None-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,no
28,204,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
31,1224,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,phone,jul,unknown,yes
28,2,24,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,yes
31,296,24,1,0,0,high-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
51,56,24,2,0,0,middle-skill-levels,Partnered,primary,no,no,yes,phone,jul,unknown,no
51,794,24,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
53,-252,24,2,0,0,high-skill-levels,Partnered,tertiary,yes,no,yes,phone,jul,unknown,no
48,0,24,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
34,0,24,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
34,280,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
36,403,24,2,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
52,0,24,1,0,0,high-skill-levels,Alone,tertiary,yes,no,no,phone,jul,unknown,no
28,1,24,11,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,jul,unknown,no
51,921,24,1,0,0,high-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
34,1234,24,6,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
45,1670,24,1,0,0,low-None-skill-levels,Partnered,primary,no,no,yes,phone,jul,unknown,no
27,162,24,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
56,0,24,1,0,0,middle-skill-levels,Partnered,primary,no,yes,yes,phone,jul,unknown,no
28,258,24,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
52,117,24,2,0,0,low-None-skill-levels,Partnered,primary,no,no,yes,phone,jul,unknown,no
35,218,24,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
34,251,24,3,0,0,low-None-skill-levels,Partnered,primary,no,yes,yes,phone,jul,unknown,no
29,187,24,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
40,3131,24,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
35,4,24,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
45,0,24,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
32,401,24,1,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
26,87,24,1,0,0,high-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
33,346,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
39,1086,24,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
35,945,24,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
38,0,24,2,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
37,0,24,1,0,0,high-skill-levels,Alone,primary,yes,yes,no,phone,jul,unknown,no
28,9664,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
41,720,24,1,0,0,low-None-skill-levels,Partnered,secondary,yes,no,yes,phone,jul,unknown,yes
31,-806,24,3,0,0,low-None-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
50,26,24,4,0,0,middle-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,no
44,3348,24,2,0,0,low-None-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
49,93,24,4,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
29,0,24,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
40,-345,24,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
37,133,24,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
49,86,24,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
51,959,24,5,0,0,low-None-skill-levels,Partnered,primary,no,no,yes,phone,jul,unknown,no
34,945,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
34,103,24,1,0,0,middle-skill-levels,Alone,secondary,yes,yes,yes,phone,jul,unknown,no
32,2502,24,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
52,3510,24,7,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
54,0,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
35,1290,24,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
59,867,24,1,0,0,low-None-skill-levels,Alone,primary,no,yes,no,phone,jul,unknown,no
29,1022,24,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
31,6525,24,1,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
33,990,24,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,yes
28,1241,24,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
35,3,24,1,0,0,low-None-skill-levels,Partnered,primary,no,no,no,phone,jul,unknown,no
49,27,24,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
35,1001,24,2,0,0,middle-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,no
36,124,24,4,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
47,751,24,14,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,jul,unknown,no
36,1281,24,2,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
47,751,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
30,-68,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
28,981,24,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
50,1679,24,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
35,0,24,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
33,0,24,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
48,271,24,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
56,1922,24,2,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
34,176,24,1,0,0,low-None-skill-levels,Partnered,primary,no,no,no,phone,jul,unknown,no
45,-577,24,1,0,0,high-skill-levels,Partnered,tertiary,yes,yes,yes,phone,jul,unknown,no
39,0,24,3,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
34,889,24,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
32,597,24,1,0,0,high-skill-levels,Alone,tertiary,no,no,yes,phone,jul,unknown,no
29,428,24,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
37,352,24,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
26,1292,24,4,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
27,2729,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
32,3717,24,1,0,0,middle-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,no
43,0,24,2,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
33,277,24,2,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,jul,unknown,no
51,33,24,2,0,0,high-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
45,2718,24,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
30,2702,24,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
38,69,24,2,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
25,1747,24,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,yes
53,602,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
43,0,24,12,0,0,high-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
43,222,24,2,0,0,low-None-skill-levels,Partnered,primary,no,no,no,phone,jul,unknown,no
45,59,24,8,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,yes
50,201,24,1,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
33,930,24,2,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
57,-64,24,1,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
26,-16,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
25,4718,24,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,yes
46,145,24,5,0,0,high-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
30,-985,24,4,0,0,high-skill-levels,Alone,secondary,yes,no,no,phone,jul,unknown,no
36,-19,24,1,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
56,360,24,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
50,-701,24,1,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
47,2458,24,3,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
52,7,24,5,0,0,high-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
50,5260,24,2,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
37,7612,24,4,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,jul,unknown,no
30,14,24,2,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,jul,unknown,no
58,5567,24,1,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
39,334,24,4,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
42,634,24,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
36,268,24,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,phone,jul,unknown,no
39,350,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
52,134,24,3,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
37,-59,24,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
28,169,24,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
28,214,24,3,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
32,0,24,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
30,78,24,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
49,-39,24,3,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
43,5,24,1,0,0,high-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
59,3331,24,3,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
29,223,24,1,0,0,low-None-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
29,658,24,1,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
25,674,24,2,0,0,low-None-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
31,0,24,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
31,33,24,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,yes
32,-156,24,2,0,0,low-None-skill-levels,Alone,primary,no,yes,no,phone,jul,unknown,no
46,8873,24,2,0,0,high-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
30,-224,24,3,0,0,middle-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
47,506,24,1,0,0,low-None-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
42,401,24,9,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
41,2717,24,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
31,162,24,11,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
53,2253,24,1,0,0,middle-skill-levels,Alone,primary,no,yes,no,phone,jul,unknown,no
57,6,24,6,0,0,high-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
60,0,24,14,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
38,272,24,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
48,595,24,1,0,0,low-None-skill-levels,Partnered,primary,no,no,no,phone,jul,unknown,no
40,445,24,1,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
39,63,24,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
31,12,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
33,640,24,1,0,0,middle-skill-levels,Partnered,tertiary,no,no,no,phone,jul,unknown,no
35,0,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
41,3096,24,6,0,0,high-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
33,7,24,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
26,3382,24,5,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
61,291,24,5,0,0,low-None-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
34,347,24,6,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
37,3226,24,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
40,203,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
54,1335,24,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
40,229,24,10,0,0,middle-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
46,-71,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,phone,jul,unknown,no
54,1544,24,3,0,0,high-skill-levels,Partnered,tertiary,no,no,yes,phone,jul,unknown,no
25,30,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
57,224,24,4,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
25,669,24,2,0,0,middle-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
51,1565,24,3,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
43,169,24,5,0,0,middle-skill-levels,Partnered,primary,no,no,yes,phone,jul,unknown,no
45,1034,24,4,0,0,high-skill-levels,Partnered,tertiary,no,no,yes,phone,jul,unknown,no
45,757,24,3,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
53,290,24,3,0,0,high-skill-levels,Partnered,tertiary,no,no,yes,phone,jul,unknown,no
47,1430,24,11,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
44,658,24,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
42,0,24,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
39,434,24,6,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
35,0,24,6,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
33,791,24,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
45,1103,24,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
27,471,24,2,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
30,0,24,2,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
40,191,24,5,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
57,0,24,2,0,0,high-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
26,199,24,6,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
28,340,24,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,yes
54,148,24,3,0,0,high-skill-levels,Partnered,tertiary,no,no,yes,phone,jul,unknown,no
49,305,24,2,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,yes
50,-54,24,3,0,0,low-None-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
37,0,24,5,0,0,middle-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
42,2032,24,4,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
41,100,24,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
43,34,24,3,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
39,-66,24,5,0,0,low-None-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
33,-122,24,5,0,0,high-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
35,-880,24,3,0,0,high-skill-levels,Alone,tertiary,no,no,yes,phone,jul,unknown,no
49,2555,24,2,0,0,high-skill-levels,Alone,tertiary,no,no,yes,phone,jul,unknown,no
37,0,24,6,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,phone,jul,unknown,no
32,62,24,3,0,0,high-skill-levels,Alone,tertiary,yes,no,yes,phone,jul,unknown,no
59,0,24,3,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
32,4612,24,4,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
34,3990,24,7,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
37,1514,24,3,0,0,high-skill-levels,Partnered,tertiary,no,no,yes,phone,jul,unknown,no
47,2,24,2,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
45,434,24,19,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
29,787,24,2,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
41,1838,24,4,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
48,2409,24,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
33,61,24,4,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
42,-411,24,3,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
44,0,24,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
26,415,24,2,0,0,middle-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
25,1272,24,2,0,0,high-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
41,0,24,16,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
52,121,24,2,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
25,0,24,9,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,yes
28,497,24,6,0,0,low-None-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,yes
49,0,25,3,0,0,middle-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
55,728,25,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
43,38,25,6,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
34,0,25,3,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
39,276,25,12,0,0,low-None-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
48,64,25,6,0,0,high-skill-levels,Alone,tertiary,no,no,yes,phone,jul,unknown,no
55,149,25,6,0,0,high-skill-levels,Partnered,tertiary,no,no,yes,phone,jul,unknown,no
45,25,25,3,0,0,low-None-skill-levels,Partnered,primary,no,no,yes,phone,jul,unknown,no
59,402,25,5,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,no
50,619,25,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
49,233,25,2,0,0,low-None-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
35,0,25,3,0,0,middle-skill-levels,Alone,secondary,yes,no,no,phone,jul,unknown,no
54,1371,25,2,0,0,low-None-skill-levels,Partnered,secondary,no,no,no,phone,jul,unknown,yes
42,20,25,2,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,jul,unknown,no
34,775,25,2,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
27,2074,25,2,0,0,low-None-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,no
28,15,25,7,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
49,165,25,10,0,0,low-None-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
56,55,25,2,0,0,high-skill-levels,Alone,tertiary,no,no,yes,phone,jul,unknown,no
46,0,25,2,0,0,high-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
31,10,25,9,0,0,high-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
28,1628,25,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,yes
38,311,25,12,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
47,19,25,2,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,jul,unknown,no
59,2365,25,4,0,0,high-skill-levels,Partnered,tertiary,no,no,yes,phone,jul,unknown,no
34,380,25,2,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
38,21,25,4,0,0,high-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
32,-220,25,2,0,0,middle-skill-levels,Partnered,secondary,yes,yes,yes,phone,jul,unknown,no
27,372,25,2,0,0,middle-skill-levels,Alone,tertiary,no,yes,yes,phone,jul,unknown,yes
33,310,25,7,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
36,14,25,3,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
56,353,25,2,0,0,high-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,no
51,-15,25,2,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,jul,unknown,no
30,179,25,2,0,0,middle-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
39,2,25,10,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
37,2642,25,3,0,0,middle-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
25,156,25,5,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
43,11532,25,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,no,phone,jul,unknown,no
49,566,25,2,0,0,low-None-skill-levels,Alone,primary,no,yes,no,phone,jul,unknown,yes
27,0,25,2,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
39,13930,25,2,0,0,high-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,no
28,799,25,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
53,343,25,5,0,0,low-None-skill-levels,Partnered,primary,no,yes,no,phone,jul,unknown,yes
27,137,25,1,0,0,low-None-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,no
37,4039,25,2,0,0,high-skill-levels,Partnered,tertiary,no,no,yes,phone,jul,unknown,no
30,5074,25,2,0,0,high-skill-levels,Alone,tertiary,no,yes,no,phone,jul,unknown,no
32,26,25,1,0,0,middle-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,no
29,-62,25,1,0,0,middle-skill-levels,Partnered,tertiary,no,yes,yes,phone,jul,unknown,no
25,-282,25,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,yes,phone,jul,unknown,no
35,2471,25,5,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
32,-49,25,8,0,0,low-None-skill-levels,Partnered,secondary,yes,yes,no,phone,jul,unknown,no
35,11,25,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
50,556,25,1,0,0,middle-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
32,3107,25,1,0,0,high-skill-levels,Partnered,tertiary,no,yes,yes,phone,jul,unknown,no
26,941,25,1,0,0,middle-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,yes
51,1080,25,1,0,0,low-None-skill-levels,Partnered,primary,no,no,yes,phone,jul,unknown,no
27,140,25,1,0,0,middle-skill-levels,Alone,primary,no,yes,yes,phone,jul,unknown,no
37,775,25,1,0,0,middle-skill-levels,Partnered,secondary,no,no,yes,phone,jul,unknown,yes
34,1759,25,1,0,0,low-None-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,yes
34,2,25,11,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
26,254,25,1,0,0,high-skill-levels,Partnered,secondary,yes,yes,yes,phone,jul,unknown,no
30,3,25,1,0,0,low-None-skill-levels,Alone,secondary,no,yes,no,phone,jul,unknown,no
33,82,25,1,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,yes
50,59,25,5,0,0,middle-skill-levels,Partnered,secondary,no,yes,no,phone,jul,unknown,no
57,1681,25,1,0,0,high-skill-levels,Partnered,tertiary,no,no,no,phone,jul,unknown,no
57,-525,25,1,0,0,high-skill-levels,Partnered,secondary,yes,no,yes,phone,jul,unknown,no
38,0,25,1,0,0,middle-skill-levels,Partnered,primary,yes,no,no,phone,jul,unknown,no
27,41,25,1,0,0,middle-skill-levels,Alone,secondary,no,yes,yes,phone,jul,unknown,no
27,3485,25,2,0,0,middle-skill-levels,Alone,secondary,no,no,yes,phone,jul,unknown,no
25,368,25,1,0,0,middle-skill-levels,Alone,secondary,no,no,no,phone,jul,unknown,no
46,502,25,2,0,0,high-skill-levels,Alone,tertiary,no,no,no,phone,jul,unknown,no
44,237,25,1,0,0,middle-skill-levels,Alone,primary,no,yes,no,phone,jul,unknown,no
